<new sheet>
sheet_name: DBUs
,4.08 Assets and Liabilities of the Commercial Banks (a) - Monthly,,,,,,,,,,,,,,,,,,,

,Assets and Liabilities of Domestic Banking Units (DBUs),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Rs. Million
,End of Period,A S S E T S,,,,,,,,,,,,,,,,,,
,,Cash on Hand,Due from Central Bank,Due from Domestic Banks,Cash Items in Process of Collection,Foreign Currency on Hand and Balances Due from Banks Abroad,Investments,,,,Loans and Advances,,,,,,Fixed and Other Assets  (b)(d),Total Assets or Liabilities ,Percentage of Liquid Assets to Demand Deposits (e),Percentage of Loans & Advances to Total Deposits
,,,,,,,Govt. of Sri Lanka Obligations,,,Other Investments (c),Bills Purchased and Discounted,,,Overdrafts,Loans,Total Loans and Advances,,,,
,,,,,,,Treasury Bills ,Treasury Bonds (b), Other Govt. Securities ,,Local,Imports,Exports,,,,,,,
,,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-14,-15,-16,-17,-18,-19,-20
,2009-02-01 00:00:00,30347.7,32682.3,1468.3,7105.8,4620.8,153432.9421614148,147704.9684687219,17250.1,11871.6,88654.8,19432,106105.9,21705.3,67334.3,4766.2,74742.8,394612.9
,2009-03-01 00:00:00,29718,47383.8,1479.1,6408.6,4002,151015.56046981958,140444.81953381695,10067.6,10816.1,83718.4,17271.9,103203,23229.3,78846.2,5910.5,67524.2,390519.5
,2009-04-01 00:00:00,31410.5,47291.9,1542.4,5326.9,2353.4,151187.2055446611,146132.37503951343,7420.8,12424.7,87354.4,15009.1,101778.9,24724.5,72501.5,6619,72253.4,392665.5
,2009-05-01 00:00:00,31006.6,49395.3,1476.3,6613.1,5442.2,142179.579405104,132632.4075297296,8347.7,14101.3,77761.1,12642.256,102381.3,20184.4,75132.8,4110.8,70779.1,377093.1
,2009-06-01 00:00:00,31852.602387925006,48456.12231005201,1851.258382337,4955.398522156001,4438.5682586289995,140209.754969338,129914.730014326,7581.900288840998,13475.145282230002,80663.643868661,5745.55,104517.72188828101,19505.657555402,68954.12781961,6821.60648086,69576.88223855999,369260.335133604
,2009-07-01 00:00:00,31166.484271750498,59016.1035864969,1851.1343325111,6122.0264519862,3530.2926661056,143470.9918612476,126095.3453995254,5191.225842577198,14465.311218570901,84538.03218772741,0,104318.52669910892,21071.6206090671,73839.72477455909,6549.0712308276,71661.31769233951,376443.6044122005
,2009-08-01 00:00:00,29600.015214520405,53764.49345369841,1849.5571275818002,6286.00320917,5041.3667555066,143191.9316653686,126853.89425356161,7782.824304219202,56874.006782325,51819.999263446014,0,95045.1413926032,21283.3998736446,66943.698055482,8020.4259044754,74383.4147116504,374370.0859836266
,2009-09-01 00:00:00,30566.895103936797,62095.156835724614,1849.6167359397,4496.7618883845,883.2801369588,146320.5968477694,127375.49536815181,7070.4920174069985,24837.274294276503,88175.3898078039,0,98943.78293748481,22500.463879586696,64834.225731030005,6676.8670663023,74690.29121778841,380658.29493427265
,2009-10-01 00:00:00,29397.4901187876,92603.91257816339,1849.5249068478,5971.421358705,667.7800364717999,149106.58703796,122814.7397830182,6449.122898240999,24175.293313402795,73785.7787175786,0,97581.25795486559,20044.913119892397,67530.930839757,6860.7328092174,118881.67196348099,408860.5787181948
,2009-11-01 00:00:00,29748.702299384193,56459.5503255993,1846.1626732549003,5597.4945497152,4576.679690759001,150344.41458242142,122292.8255262219,5769.9976186556005,18991.1019179442,70012.85148179739,0,77840.480593084,21313.850884703297,68244.46927359929,7005.683613630901,113227.3895012524,376635.8272660115
,2009-12-01 00:00:00,28712.5693988432,60625.40166908681,1842.7746630748,1058.4925340236,149.2000373656,148659.5145697064,128230.25849808719,5177.408663840401,19445.966476450798,73447.04772275519,0,75167.98023733438,19167.7987143916,67431.89960929239,6822.4044636384,112972.52281016519,374455.62003402796
,2010-01-01 00:00:00,29558.954037783496,61654.92092524341,1944.2470067100999,2104.6122719466,156.84811282529998,144455.92459824175,124891.39259521829,5003.8211424415,20354.8805036963,87188.50468158642,0,52436.561365042005,19550.5385383755,63554.3509289306,7155.6540263559,119530.2306464238,369770.7206904106
,2010-02-01 00:00:00,29309.998877656202,41892.1457047764,1942.3867804868999,2114.0305499412,67.8475422834,145495.8432207093,127575.9088611975,5168.241117646199,23506.631558810393,72608.008756569,0,27736.336484907602,20086.165318147498,61886.5003991454,6884.5335869409,140858.22655017633,353566.4026546971
,2010-03-01 00:00:00,29582.772521452003,41590.384576390206,1935.6689197283,5246.250152737999,10.823317189599999,147445.79542306362,128871.35604712169,4264.883752286799,22502.872083909995,79319.17031783452,0,26548.9959354209,21277.9086281813,66965.6300075562,6656.9221567736,135676.43553695656,358947.9346666331
,2010-04-01 00:00:00,29462.7780735556,60036.3938622832,1934.5436186461998,2930.8872086104,10.220005147599998,145384.140917005,137213.44307264802,4666.172982822199,22565.858445551203,81442.46363342741,8290.517733628401,25809.025362227603,24721.1407715022,68694.0380342548,7644.318796414799,142471.2169637118,381638.57974071824
,2010-05-01 00:00:00,30272.627071122497,53776.4719724825,1932.4033401175,2099.9452635425005,16.140527367500002,148761.32371797,134885.987701775,4908.461124445,20196.78271911,81221.54886634252,7717.775660635001,24235.8273298525,24425.150147347504,58984.32885297999,7521.5994919025015,152350.3475368,376653.36060497
,2010-06-01 00:00:00,30566.208054041104,43436.5096040064,1926.7547699798997,1951.3410936453,259.4060233443,146217.26267140228,131573.04257787482,5576.339450694601,18791.811611433004,79839.42373578782,7617.17187,22666.025214837897,25883.9001524376,55714.6867227867,6298.326445490101,144695.51837869588,361506.864131469
,2010-07-01 00:00:00,30265.142448574796,53661.79999348741,1910.4964606805997,1564.2037975200003,10.8891159702,148610.2081199424,128960.03692742041,4496.081641490401,19212.8575684656,99770.897263518,0,17329.524746484592,24725.644663511997,63414.045948474006,6157.0731660438005,138868.81514858818,369478.85850508616
,2010-08-01 00:00:00,27566.8704443538,47753.181162538705,1912.6672903699,7249.7177439135,744.7554090888001,150687.9882226266,127614.38843919811,4722.038414824901,17279.899112368897,107745.5581874438,0,15963.828786081898,25390.4107651861,67386.47664390839,6173.63760068,128311.79603124525,368251.6071269143
,2010-09-01 00:00:00,29361.7507698187,49695.8090339846,1899.7339657158998,8679.6581353939,798.1762399029,138325.84312018118,133483.814329751,4371.270621940101,20261.517586012793,108468.76661136089,0,12455.705419456099,27469.745971426302,58317.22917236991,6556.5862114351,133086.50524462722,366616.0562166883
,2010-10-01 00:00:00,28839.3691300905,47533.289803459505,1895.8777303334998,6664.4815418235,167.79425709000003,147118.2243364905,134516.0001205125,4134.724361983501,18243.279303782994,106245.48030773699,0,16566.629331069,24669.678266988,66398.75005168351,7158.063376122,131587.88064440098,370869.76128178346
,2010-11-01 00:00:00,29478.180631934993,51931.69696221749,1892.5171026674998,12617.179454557501,386.27008257,145965.5811975,154637.89140405747,4717.2148412774995,32626.984917344984,121216.54762387501,0,19472.4240701475,24225.17007507,62974.82138135249,6782.4121861125,134328.17142288003,401626.5316767825
,2010-12-01 00:00:00,29205.2545264283,66616.30381491479,1883.1446855100999,10727.033817270201,9741.7134938494,155864.07762896398,186482.15552354432,8559.924265343701,29140.21324156231,128144.91139178966,0,31479.1944608649,24791.9397303574,62286.695694579495,22508.9232847287,170727.72995194225,469079.6077558248
,2011-01-01 00:00:00,28948.616815976195,41620.810764579306,1885.6974047068998,10875.4620959317,5725.7175611009,160657.4977595825,179876.4954374141,9751.0582402236,21836.423624260296,130706.86584121962,0,24250.714161816006,24824.5179469186,61641.96427336621,22414.8318667737,153666.03836516084,439341.3560795153
,2011-02-01 00:00:00,29690.925083503196,56233.404231196495,1880.4392105102997,9754.3461469014,3106.4920809615,167813.68197070615,181601.91271039948,11696.3096492088,21058.885768011296,144279.3932405496,0,25693.567474904994,24255.3197850381,61343.615548452595,22216.2623509068,162930.46691552395,461777.5110833873
,2011-03-01 00:00:00,29676.7217295646,42184.9173198286,1873.6840094442998,9215.5605440921,4898.481152206599,165703.42925010968,186111.63308477288,9585.353907761799,24438.6050084677,150212.86337876884,0,24559.5819381481,18757.6879040009,64038.0495172687,21956.5718902407,145286.4213608857,449249.7809977806
,2011-04-01 00:00:00,29509.847012771195,76731.77163038883,1864.4898073904,8479.1042377648,5073.318937016,171446.6370680192,178527.80898845603,5582.3764282928,21477.639207144002,173525.52148512797,0,29455.5565724096,24809.3192179264,63371.45733268,22154.868010352002,142420.99228445918,477215.3541100992
,2011-05-01 00:00:00,28873.585565242196,74650.20141313919,1862.9724330805996,6540.2581631414,7197.689855180999,174530.95802812657,189037.7333428816,9221.9469357524,21828.864035251394,178213.16336579685,0,54802.723804377,3438.7659585917995,68007.481597554,21984.8865922884,143639.46038268556,491915.3457365449
,2011-06-01 00:00:00,30066.093426090003,40346.56619928179,1860.3467305556999,4292.2663185867,4558.1204221716,179303.81514556112,213596.7843904488,8162.156416182601,23829.724440303904,184350.13063305934,0,60479.301248348704,1167.059134386,65175.577583821796,19476.5587728507,127707.7972361079,482186.14904887835
,2011-07-01 00:00:00,28095.660867246497,62724.9308181318,1858.3269593827,1651.0426651174,5255.095956176,179067.9212349701,214247.12264961848,6862.248345622601,22420.4160425472,175184.45704991402,0,61093.8395125488,-,66041.3851476344,19379.7161424545,155642.53560116666,499762.3494962656
,2011-08-01 00:00:00,27113.317792387,48224.3228039866,1865.2060623777998,3285.0536262862,4407.059415936,180569.04805346276,211934.6987612812,6142.667752120201,23694.127512807005,176780.40242700663,0,52841.44356391601,-,66325.1451659434,18327.338704092603,145572.9168940722,483541.3742678378
,2011-09-01 00:00:00,26091.774262992,61722.74511844798,1870.2741604639998,3136.771532256,2237.277652208,179069.39630742397,202714.95775681597,6970.677931535999,21049.169060911994,180822.15698083202,0,46817.853547999985,-,68966.67276390399,18045.507371008,148112.51488729593,483813.8746119519
,2011-10-01 00:00:00,25111.425575415597,42243.10939126171,1868.8331640556999,2756.0785982119,2338.4020687133,177317.5920877076,219310.3060420025,6089.0375818124,21885.070744535704,164199.6053921759,7707.497,42488.4796502916,385.37485000000004,66322.8497174559,17202.552268833297,156843.35488588834,477034.7845091807
,2011-11-01 00:00:00,25801.8631316,50478.583906700005,1933.2095513,3169.0095165000002,2694.5916419,179658.28496659998,224215.35628500002,12078.312165299998,22980.1730994,179321.11568080002,11390,120328.48809450002,398.656834,70986.49087459999,17090.4506845,77533.8358971,500029.2111649
,2011-12-01 00:00:00,26488.297913884206,33296.662809310496,1995.2323079652003,7985.7966900149995,13515.859710783001,182811.50073232115,226740.24075247924,12594.3415848369,26805.347649696603,211255.39387127705,0,110742.37182471961,1423.76625,65134.7308569096,16191.411726702601,73874.91032228971,505427.9325015951
,2012-01-01 00:00:00,26765.452006100004,31729.972352300007,1995.2095356000002,4349.937928900001,18359.292356300004,178136.37719949998,246654.45677420002,12559.821795600004,23228.769986500003,207478.12544650005,7973,123464.01625039999,1993.25,71204.36585639999,14124.606078700002,71084.38633000001,520550.51994850003
,2012-02-01 00:00:00,28983.6653405,44853.668375675596,2121.6802450392,7322.3981595538,22430.8553651978,187088.35771947238,278144.3808850748,26188.509832821997,24932.9363238574,219603.0805497666,18531.3294,149107.2432368794,2059.0366,82713.0722358842,15020.637477857,85166.18009909101,597133.5159233356
,2012-03-01 00:00:00,31403.545307667006,44537.85714179879,2245.491842911201,19678.1358410624,21976.832286739205,187184.6267058612,305588.35237703245,17315.5581589458,23892.165170224,257856.68440495603,0,156867.28264431123,1345.9719000000002,93104.12972936402,15712.9263384054,81151.2394747574,629930.399662018
,2012-04-01 00:00:00,31926.129033936693,51400.88725828899,2290.7440360043997,13679.916124150795,22692.8481234504,191393.93253751396,310094.7916142287,16185.9385527105,21288.9128711062,255376.93319728758,0,162310.18070919384,-,99036.46758791478,16127.0707651056,85525.62214967648,639665.1872802844
,2012-05-01 00:00:00,31709.861870336103,57977.0375994786,2315.1560114988006,15136.994244286501,13486.6638120684,196016.96285497383,323327.27985691384,17675.460358669807,30192.180389578796,308964.8710676346,0,123916.3974210663,-,92388.03350046389,15583.9260944181,86600.00813506411,657645.4166082259
,2012-06-01 00:00:00,31672.692600613198,46866.29713948799,2335.1203688976,22343.140219561195,21949.665488776798,192594.01789375558,321574.7368695132,48944.263189651174,28511.860250105998,332048.6267420988,1999.5659999999998,136374.08453387642,-,86734.88631119159,15894.2344691808,86716.67546380319,688279.9337702568
,2012-07-01 00:00:00,29856.552511284004,65818.2743943168,2308.7815009632004,21876.225611568,21902.7370788864,201942.91390961036,342726.74913633126,37310.63203040161,83117.6062496112,274986.0800709288,31896,134129,-,95742.33395735279,14818.3794964944,89054.03211152642,723743.4318859136
,2012-08-01 00:00:00,29258.2678025568,61545.9064760064,2318.9239620792,17292.291014388604,13257.770118200999,200552.952606993,344200.06878946075,42044.6461614186,22468.979132644796,341784.32502163737,15885.575999999997,115986.41230722421,-,103996.30969764538,14810.5185851616,95538.70618679102,710470.8269311044
,2012-09-01 00:00:00,27392.946837156,59265.28252007549,2273.6332311372003,21833.947694371698,14278.721952159898,181117.05305275536,341512.71478471183,44675.63702432259,21901.433202302294,328319.29097538727,15575.316,111177.32713451367,-,102060.55071180241,13871.812538447999,99444.20653423638,692349.9370966901
,2012-10-01 00:00:00,25520.0249274768,60223.736672856,1582.6698839663998,19798.2708308976,13769.435656948799,190697.6553906048,320072.6717222592,29032.80231484319,20890.031863113596,317621.201826624,2600.544,106586.49008819519,-,106162.31717673599,13211.973163041599,93624.7092821424,660697.2673998529
,2012-11-01 00:00:00,25112.33639927023,59276.046454665026,1585.3902895359,16453.219058984698,12054.9505428342,188721.40774289487,326361.8683542558,28137.779020646827,21713.125469141323,330827.6098277628,2605.014,95552.48623232792,-,108604.01078902883,13229.352592866002,85171.3989558681,657702.997866995
,2012-12-01 00:00:00,25166.582125983998,55634.97078782239,1547.7805303896,20760.4704516872,17724.1734447128,184680.27057339603,335266.2250903888,26487.307765235197,25207.107001335997,356015.3445332639,0,79319.21975828237,-,100561.2564250216,12423.2342726752,93741.61877903678,667267.7807696159
,2013-01-01 00:00:00,30074.296068864,71271.79367243517,1539.1433948543997,20714.431860172797,16203.849019622401,189026.94780971517,331006.26538936317,27501.76795734451,25826.70619381632,358264.0399155268,0,81185.08078886398,-,120030.47033038731,12139.762204992,89892.43573878525,687338.4951723716
,2013-02-01 00:00:00,26836.9166862628,65070.3386258094,1551.7363774146,10068.986821363596,23142.563566615998,193482.83698555498,349186.47144335497,19578.300016948397,25418.175790152603,368389.31698278326,0,81043.88050357821,-,122275.21593566758,12281.9810795994,79509.58023154382,688918.150523325
,2013-03-01 00:00:00,26159.05225455019,62750.806680366055,2186.2323085916,8596.1694632176,26676.0775153632,184166.81940331866,376958.5657983463,25365.14086360633,26109.894999583074,406629.5018162663,0,80857.2448476138,-,105287.76279859811,11522.4758170736,81690.9515666056,712097.8318457404
,2013-04-01 00:00:00,24553.104972655503,101257.5664858505,1581.85927211235,68885.61615996061,19261.546299996,187769.48444062853,377217.366235517,13198.6035611615,27473.164142639005,470664.6618834909,0,67798.68304671049,-,97115.6877495855,12689.629524173999,87233.32226422099,762975.148610821
,2013-05-01 00:00:00,42466.878391952,74820.09838486399,1539.445256412,51650.261164963995,19733.624561784,192141.745648132,365160.55303596647,10397.351149695998,28706.870749172005,442300.8185095919,0,82227.680714564,617.9163311159999,104862.892373148,11564.952665924,87628.82627934402,757909.95762286
,2013-06-01 00:00:00,25331.307986889366,67230.49870974268,1539.445256412,51650.261164963995,19733.624561784,188878.62625169725,373919.78380040126,9394.179346159148,28565.75308452928,426613.86216195236,0,95590.99134813643,788.9694890615999,89705.41309986981,10971.724815282,102246.70382812717,754483.4178269587
,2013-07-01 00:00:00,27056.141257180003,46781.42851272799,1601.8137821,15592.994501055999,19508.5315236,203720.751167612,404403.03212223604,10582.743985268002,29076.368379968,430336.63018544787,0,54815.0713768,744.344076,101894.488165288,19820.54907,92559.985598276,729247.4368517798
,2013-08-01 00:00:00,28246.430982301,49480.3953226222,1775.5718323902,26859.7330034025,27831.7531680825,207676.964672194,431690.249757613,12716.0834455277,30828.3173069594,479245.620000861,0,55025.8959750545,1137.215042655,106397.368310037,19053.8642040525,94588.9013445136,786277.182184133
,2013-09-01 00:00:00,25230.00201912,79007.001059976,1761.20525677626,15974.0607633531,23777.3587583366,195413.116868472,408751.991558098,11730.8230786422,30814.1243338498,451669.678222064,0,56749.9367597629,1015.8977693981,106182.337526441,11528.6819412451,103684.902810013,761645.5593627739
,2013-10-01 00:00:00,24088.5371807084,89121.6644261042,1748.20247832724,59795.0677956379,23431.197164969,198857.634574869,399100.454491269,14169.4837130625,31178.4594482302,436489.615463099,0,110398.863079377,1127.1698384995,118435.772223956,10289.110333045,102393.251438741,810312.2418249476
,2013-11-01 00:00:00,38656.594851424,77912.55593183999,1750.784624,65998.6132832,19499.278166399996,202558.10923423994,382921.76569279993,10995.203665888,32155.9134848,430528.57745919994,0,107146.809020416,1046.5795136,121234.32953814398,11815.089523199998,96365.60691043199,800292.9054497918
,2013-12-01 00:00:00,38748.8821067649,49855.1379818413,1784.0455742048798,64517.75040082589,21349.02426503,202002.0662933333,397067.3452204992,8712.19236503021,34773.93934562687,428128.58402282983,0,98185.41452215971,1060.3224943149999,111057.23566407336,12329.713574997,98501.23458352785,784036.4442075297
,2014-01-01 00:00:00,37439.53505004278,56314.95440594519,1783.2637503736717,57710.18933554999,16540.8298866891,203101.58600296872,394206.05208913796,10016.997872501524,33054.37647094212,415651.60524646926,0,101703.11266642297,1138.520352375366,117385.72781970675,12005.684260948201,96174.38157634428,777113.408393209
,2014-02-01 00:00:00,42236.55741194988,44785.12805678504,1787.426655275968,49994.311491907996,19556.7683059168,201855.78035188766,404806.1957224085,10092.642807863502,37259.692212975555,401019.63958820276,0,105796.44097251014,5597.2930587336,121284.56314139476,12133.5655296576,92023.61630052085,775114.8108039952
,2014-03-01 00:00:00,44629.951043990215,69032.35962662082,1783.2528348577039,57944.323981405985,20166.3497133581,193532.69984598173,390867.8922631973,8902.646304171507,36602.9857481912,404894.5020044318,0,111091.02435346924,5331.5999015454,113986.193903406,14067.365949904399,100885.80375263524,786859.4756135833
,2014-04-01 00:00:00,43792.63457609834,60233.427702632944,802.4346330751521,63619.79548891685,19244.862112803603,201149.03738896543,388282.1829079777,10747.521902022461,35959.014552035595,393613.0443230456,0,129248.70215545397,5337.435873296801,109332.9701867402,13211.553790733202,101169.17583118707,787871.8967124925
,2014-05-01 00:00:00,43857.22523782065,68145.62439258092,801.6168141059759,83288.9711752321,19439.0019,196363.34423418183,386641.87091424596,11072.66244890184,36905.586144115005,379961.4902323072,0,160489.72581510962,5340.8079768717,114496.61503283704,13476.5885236266,98939.50339220227,809610.3171170694
,2014-06-01 00:00:00,48067.31048633082,77349.92572995917,800.6257231989279,101310.90951840597,25409.315656218798,209186.51706120337,407261.4536559958,11236.234517312554,38076.573684455216,417959.0320546965,0,172685.8854276009,-,115021.10551230499,16017.6762134234,120862.01945614436,880622.2923486254
,2014-07-01 00:00:00,47967.82328966893,77278.31002044953,800.0628966205919,122684.2056505584,19274.452356254395,207234.94064574773,373571.124013077,10052.24654574265,41183.08892615314,410690.3603929149,0,169552.95978706243,-,120231.05710381872,13963.973491945797,103241.72571622432,858863.1654181193
,2014-08-01 00:00:00,50674.449552397185,69786.61922706933,799.976875091152,119848.21306891639,19633.2976640436,239847.49796138777,371936.49376328127,10375.265089479653,39680.90390505888,422035.3256087771,0,180637.62520736342,-,124169.94739822779,12107.059601244599,104270.95148099461,882901.8132016663
,2014-09-01 00:00:00,49333.57413994197,61619.79377405283,801.0490720116719,129768.31624487205,21974.8623998199,238723.9928574691,388717.7695927463,12204.791175663973,41457.93709234519,439948.9533861948,0,183434.30551431153,30.3866723853,123350.49206045766,11902.3272079503,103019.74732293302,903144.1492565778
,2014-10-01 00:00:00,45615.751586765,75548.5947009972,803.954756388256,130105.70927241269,22476.332580322003,243521.22233866228,431737.67507392226,11225.495851272723,38918.97320164982,485709.4377016086,0,183678.731028633,-,130373.81098176996,12701.0271125492,109652.7561345318,961034.7361607422
,2014-11-01 00:00:00,47428.98146545379,52397.306302507306,804.9661237986719,129771.9578517572,31352.096636816394,246894.57372298182,459147.767539587,11863.03051914735,36746.33485188791,516694.53288421966,0,182185.5422218132,-,124127.49369039791,11455.631994211799,108451.14451951892,979660.6801620495
,2014-12-01 00:00:00,52067.16497688306,77922.37185204538,805.214362597,126291.24740168868,41257.284416222996,250114.8557840365,466829.80062036566,13393.069359559246,52210.480269694744,529713.1743362341,0,198983.68734401517,-,129129.52547579544,13536.780459767999,105107.36088789119,1028681.0087733985
,2015-01-01 00:00:00,61111.58453557199,78072.362345326,812.2890189999999,125475.65985116198,39477.8410912,254710.64010617396,535392.169149552,11350.236639744,42568.586918902,582552.0433317481,0,221384.29333891597,-,138322.52447203198,12694.3570682,108880.97760793197,1106402.78273773
,2015-02-01 00:00:00,67435.77205332601,69322.96518916202,816.590090184,124190.21062059903,41478.4455075,252763.39545156603,566701.6062314641,11684.536699392002,48578.856283185014,592136.8249192409,0,232744.78153351802,-,139764.200740071,12036.881913000001,109131.97645417797,1134393.5218431929
,2015-03-01 00:00:00,66264.899766588,80032.91682961503,816.590090184,136851.55083477296,37150.614818999995,229803.06887015997,555742.546789812,12580.086695814,46484.631304077004,615616.8211806118,0,203170.00974923396,-,131985.18456441,11937.316439877002,110048.31145773597,1119242.274695946
,2015-04-01 00:00:00,69166.172234457,65262.778068198,816.5900955000001,134288.06499950998,39777.730985400005,233956.29868838997,572164.79693391,17879.273391888,49086.1437144057,595836.7806828002,0,220593.32316681903,-,146433.680982534,12427.347180477002,108934.42967021726,1133311.7053972532
,2015-05-01 00:00:00,72925.898350461,80684.098660997,822.7344905000001,145491.44542931698,34275.2443787,241029.93010434,570970.9452293081,14545.800910901,44146.950886259,602305.3761163141,0,236424.10927437907,-,157115.460425495,11053.8978498,109700.30300227697,1160746.0975545242
,2015-06-01 00:00:00,75467.48895693,71079.850623362,821.5056115,159347.39786159596,23907.4339392,233277.46745412194,566364.2436855129,18961.949193810004,43604.641315871995,597936.2556766131,0,233341.27783141698,136.743012,154313.60264843598,10469.168590999998,109425.64825069498,1149227.337326033
,2015-07-01 00:00:00,71835.996336896,60917.877111751994,970.8911064,173428.575154,21182.683204799996,227040.64225196798,574124.5826641599,16638.912507543995,40985.931656152,586638.4559070639,0,243637.50960104,136.641404,152390.350799552,10643.574793599999,111707.69617611202,1146140.1603375198
,2015-08-01 00:00:00,74389.13290546,70089.850871825,975.9781107000001,172109.157393133,14057.381912800001,225413.51047516504,577523.797716405,17675.903993667,41349.86909052301,593304.444092111,0,239439.01288114605,-,153964.194686568,10412.360251500002,113764.832377307,1152234.713379155
,2015-09-01 00:00:00,84018.51143869627,65356.08008665135,1026.3648882915,196362.9661512122,23488.294531573003,231163.44361661703,623281.6847946249,17447.260596141263,46815.43003166464,636900.8094284807,0,265041.2263860817,-,157306.72584042026,10483.025466129995,125597.38895103004,1242144.6061038072
,Oct-15(c),82070.3136504631,64148.70468917019,1023.6091853907,200693.8721245824,43351.56727445059,246207.93503725145,649704.3983366408,21438.81499517078,44245.40544382778,653287.341267844,0,297900.7633001166,-,175740.23985119385,10747.2963368572,126718.16909328027,1308639.2152931194
,2015-11-01 00:00:00,92990.494322397,80308.90286171933,1040.7095137026001,211091.7752629896,46033.490008279194,253048.49143976945,647641.0401388141,25368.532638568937,46399.724448568,695637.6854919271,0,314337.25182703615,286.4148,164563.13160337962,10243.303534972201,126055.92448035737,1357523.4361862405
,2015-12-01 00:00:00,95473.9492405745,82647.1151491677,1124.394726516,214882.72896551728,45671.7475491365,249770.6012804687,654283.9391909125,26969.667641139495,55081.293796286394,701525.6905069937,0,313804.7389101271,-,166794.20725406,9774.759448253699,123843.45382771181,1370824.1437434328
,2016-01-01 00:00:00,99070.58306597042,79928.48226308402,1123.2903303360001,208378.0930277736,46031.8959329256,262738.5200038585,668282.1013456776,24527.116294502404,57057.58537862398,673814.2532597281,0,351631.06136931595,-,171378.54244311844,10268.9402068224,125929.69960651919,1390080.0822641281
,2016-02-01 00:00:00,97835.781878565,67173.657848205,1126.6011773999999,205225.33594324498,42188.106201435,256594.06099838996,681826.85404065,36455.056815765005,49427.05443052501,680062.1046286651,0,342458.91450082493,-,174663.54626673,9475.774787985001,132338.060288925,1388425.454903655
,2016-03-01 00:00:00,98791.102912,87842.81202330001,1123.1279880000002,222939.21047599998,46758.6035264,250692.489732,682469.2461359,27480.316641100013,50701.4146004,725349.0106283999,0,362093.77455969993,-,146732.66747080002,9951.7590696,123268.2831058,1418096.9094346997
,2016-04-01 00:00:00,102966.788587784,91999.15854782301,1123.1279880000002,216793.485390817,39294.675769648,251677.98482401998,659179.975268117,37155.853342051,56776.342367753,727278.7726537219,0,337795.835723835,-,151888.93581925702,7855.595805637,118595.56734805599,1400191.04971826
,2016-05-01 00:00:00,109850.42537248999,80354.33938565,1137.56709,233124.94388914495,40904.4440542375,256618.20932038498,639822.91538011,33544.09561571751,61520.2034747575,688260.5776628173,0,361823.75137364503,-,153656.2866606625,9931.598197455,120164.52273839749,1395356.9401077349
,2016-06-01 00:00:00,112986.1254784675,85232.85417561249,1133.6646300000002,242316.998936285,42125.357358,259586.3232541075,630566.995835945,36685.5175127,60775.5569254225,711053.6530475003,0,350857.24981490755,-,154089.3594434425,10779.5597952,123078.45815464499,1410633.8371811176
,2016-07-01 00:00:00,115196.78092708142,100360.44368182759,1137.5405532720001,276165.5132717029,47023.738844947795,271266.1423361869,609951.3244188745,28613.59849947687,59409.51721699607,723630.3778388436,0,367103.5196850469,-,162502.41322938853,10718.171142044002,126351.083421051,1449715.0825333702
,2016-08-01 00:00:00,116663.60131278839,130374.6909019434,1136.5524504,298487.8485279558,44989.33438566,275434.6751241444,521708.3611737498,32115.81675173221,59928.751403184586,698743.9895705406,0,352967.56251179037,-,170347.76954570526,10801.340113428001,128121.46748372518,1420910.880628374
,2016-09-01 00:00:00,122594.1848479482,125429.90190014748,1145.160496668,285479.04900952894,38030.24672725821,274819.31304799556,533348.4980961961,30134.827698027602,62242.285538380966,686157.9319814271,0,352973.0687666968,-,168142.88087154197,10236.590916589297,131228.42374913415,1410981.1818237705
,2016-10-01 00:00:00,131689.36259129154,108911.811644597,1148.209878912,295064.5544890206,28722.3993887648,277161.26557996933,496590.29488990945,23292.974720552,56435.454705564705,638173.1905199032,0,355510.7237169328,-,171138.49848424044,9875.20366244771,131447.8020939277,1362580.8731830164
,2016-11-01 00:00:00,122241.70664775297,116875.80185662699,1154.7379139999998,292688.3855228904,24903.887329199995,284072.6348398785,496184.45204653597,18449.1427509895,56311.173393040495,614230.3966907349,0,368120.26994802954,-,179089.82702643995,9506.2852585415,129312.79659108799,1356570.7489078743
,2016-12-01 00:00:00,136622.960925556,105358.79484677399,1169.1755180000002,287952.9283624,26175.471225400004,298761.38151335006,523811.94549714803,18462.783373454004,57927.571009812,648222.6605833021,0,363778.00027591403,6741.000000000001,179826.79071182004,9206.719850677999,132612.698830556,1398315.4412620822
,2017-01-01 00:00:00,118345.43980003311,83944.35856304943,1172.633815068,286592.66342558636,39104.726510915796,300451.4969302011,569010.4485729497,16445.030306637,57366.693284096036,649974.0663531739,0,353681.706501657,-,204877.43440644827,14028.030787456128,135138.866591609,1415066.7979244404
,2017-02-01 00:00:00,114148.4638911375,79030.30243583751,1180.49415,290849.37298532506,42252.659735,309624.477250275,606502.8415803501,20821.015584462504,63789.80898551251,665695.5940573125,0,374627.3653545499,-,209992.1558609875,12485.051436274998,137819.65191775,1464409.6276123873
