<new sheet>
sheet_name: 4.02
,,Monetary Aggregates,,,Broad Money (M2b) - Use Side,,,,,,Broad Money (M2b) - Source Side,,,,,,,,,,,
,,,Rs. Million,,,,,,Rs. Million,,,,,,,,,,,,,Rs. Million
,,Reserve Money (M0)  (a),Broad Money (M2) (b),,Currency held by the Public,Demand Deposits held by the Public,"Narrow Money (M1) 
(c)    
 (1) + (2)",Time and Savings Deposits held by the Public,"Broad Money (M2b) 
(d)            
 (3) + (4)",,Net Foreign Assets of Monetary Authorities (e),Net Foreign Assets of Commercial Banks ,"Net Foreign Assets (NFA) 
(5) + (6)",Net Credit granted to the Government by Central Bank,Net Credit granted to the Government by Commercial Banks,"Net Credit granted to the Government (NCG)
(8) + (9)",Credit granted to Public Corporations by Commercial Banks,Credit granted to the Private Sector by Commercial Banks ,"Domestic Credit 
(10) + (11) + (12)",Other Items (net) ,"Net Domestic Assets  (NDA)       
 (13) + (14)","Broad Money (M2b)
 (7) + (15)"
,,,,,-1,-2,-3,-4,,,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,
,2007-08-01 00:00:00,257063.8,1085288.3,,139071.869244,122107.010902,261178.880146,1079568.0679031604,1340746.9480491604,,252476.89999999997,-69127.18003552001,183349.71996447997,127399.90000000001,257157.66877025744,384557.56877025747,44812.768254,1132281.1785456066,1561651.515569864,-404254.3884851835,1157397.1270846806,1340746.8470491606
,2007-09-01 00:00:00,256714.9,1097654.7,,143446.976441,116523.893115,259970.869556,1097429.013463612,1357399.883019612,,251051.69999999998,-68134.54237695641,182917.15762304357,135703,267450.0319877716,403153.0319877716,46077.145541,1145910.3737523276,1595140.5512810992,-420657.72688453074,1174482.8243965684,1357399.9820196119
,2007-10-01 00:00:00,256519,1106356.6,,138571.234284,115429.523582,254000.757866,1103386.9991651247,1357387.7570311248,,315731.1999999999,-81099.78157335239,234631.4184266475,73010.7,271738.9407657762,344749.6407657762,41369.784612,1155595.0812968863,1541714.5066746625,-418958.3690701856,1122756.137604477,1357387.5560311244
,2007-11-01 00:00:00,264080.4,1132313.4,,139535.574391,117623.792856,257159.367247,1132695.55866774,1389854.9259147402,,305212.6000000001,-74473.04152804961,230739.55847195047,93166.2,267124.4664908873,360290.6664908873,51811.904721,1167019.6321906063,1579122.2034024936,-420006.83696070395,1159115.3664417895,1389854.92491374
,2007-12-01 00:00:00,264419.4,1147742.4,,147182.720975,119409.30360099999,266592.024576,1137426.4885356408,1404018.5131116407,,292926.5,-64934.97612100006,227991.52387899993,101079,273021.55455464084,374100.55455464084,49166.914397,1184518.961457,1607786.430408641,-431759.442176,1176026.988232641,1404018.512111641
,2008-01-01 00:00:00,260423.9,1144360.9,,141633.762049,116636.45953400001,258270.22158300004,1140354.9455776697,1398625.1671606698,,304436.89999999997,-90868.44890296909,213568.4510970309,88386,275247.95529965055,363633.95529965055,55615.95720799999,1187943.1302742995,1607193.04278195,-422136.42771831155,1185056.6150636384,1398625.0661606693
,2008-02-01 00:00:00,273009.2,1155184.8,,145952.327345,120069.7449,266022.072245,1140941.9919099773,1406964.0641549772,,325914.96200000006,-85226.505187568,240688.45681243206,85136.01,268801.66434359923,353937.67434359924,47465.976678,1192679.852613376,1594083.5036349753,-427807.90029242996,1166275.6033425452,1406964.0601549773
,2008-03-01 00:00:00,276346,1188569,,151707.192325,134098.012203,285805.204528,1144662.0879380978,1430467.2924660977,,336047.36,-90922.37174846162,245124.98825153837,80847.93,288012.2803096898,368860.2103096898,34185.965655,1209729.0411875192,1612775.217152209,-427432.9139376496,1185342.3032145593,1430467.2914660978
,2008-04-01 00:00:00,280201,1192361.3,,148004.281949,124939.03598399999,272943.317933,1182928.5693227942,1455871.8872557941,,323076.29999999993,-84724.98010545228,238351.31989454763,85678.4,306314.8189390628,391993.2189390628,33089.385716000004,1224732.1132362522,1649814.717891315,-432294.5515300683,1217520.1663612467,1455871.4862557943
,2008-05-01 00:00:00,277575.9,1187326.5,,146634.20085000002,121532.097863,268166.298713,1182526.3349908665,1450692.6337038665,,320645.5,-84679.7898446624,235965.71015533758,85065.5,309185.3455930801,394250.8455930801,29071.335721,1225543.9463688969,1648866.127682977,-434139.105134448,1214727.0225485289,1450692.7327038664
,2008-06-01 00:00:00,271212,1201992,,143601.151296,130081.908098,273683.059394,1196782.8093834782,1470465.868777478,,331047.6,-77875.81293775997,253171.78706224,74855.59999999999,316449.7485918881,391305.3485918881,31031.97732027,1224134.59654809,1646471.9224602482,-429178.04174500995,1217293.8807152384,1470465.6677774785
,2008-07-01 00:00:00,281292,1220612,,145179.77296,124098.002781,269277.775741,1216421.4369484677,1485699.2126894677,,344165.9000000001,-91098.36784993122,253067.53215006884,76926.40000000001,327709.5841507063,404635.9841507063,43119.3621969062,1224871.137171299,1672626.4835189115,-439994.90397951234,1232631.5795393991,1485699.111689468
,2008-08-01 00:00:00,282575.7,1229068,,150218.032686,120729.32365399999,270947.35634,1207864.5227188126,1478811.8790588125,,331509.20000000007,-100356.363201614,231152.83679838607,76009.1,334695.37040298607,410704.47040298604,40527.6815909095,1235223.1072415279,1686455.2592354235,-438796.4179749971,1247658.8412604264,1478811.6780588124
,2008-09-01 00:00:00,280215,1248642,,151013.931681,124178.305988,275192.237669,1226325.864453556,1501518.102122556,,309719.79999999993,-95635.42737164219,214084.37262835773,91279.9,340692.7839875623,431972.6839875623,42831.917738000004,1245078.7504301397,1719883.352155702,-432449.7236615039,1287433.628494198,1501518.0011225557
,2008-10-01 00:00:00,276102.6,1249205.4,,147319.375615,119297.650574,266617.026189,1223192.7066877228,1489809.7328767227,,227290.03,-85825.55610366997,141464.47389633005,152062.99,334452.48933091474,486515.47933091474,41174.014879,1257818.524062916,1785508.0182728306,-437162.7502924381,1348345.2679803926,1489809.7418767225
,2008-11-01 00:00:00,253568.8,1253311.8,,146070.421626,116168.92793800001,262239.34956400003,1228891.443266911,1491130.792830911,,191723,-71039.08338134454,120683.91661865546,167514.7,352407.08764870005,519921.78764870006,42083.702667000005,1265840.3543175235,1827845.8446332235,-457398.66942096804,1370447.1752122554,1491131.0918309109
,2008-12-01 00:00:00,268425.2,1282193.7,,155022.91095,122299.73583399999,277322.646784,1245453.1001455775,1522775.7469295776,,148157.1746,-70457.06759441516,77700.10700558484,217351.68,365555.7044945792,582907.3844945792,46990.643056999994,1267600.5255246274,1897498.5530762067,-452422.93415221386,1445075.6189239928,1522775.7259295776
,2009-01-01 00:00:00,263769.6,1288162.5,,147680.857079,117933.82061,265614.67768900003,1262639.4189369364,1528254.0966259365,,113501.55000000002,-66139.29846845001,47362.251531550006,244473.3,392480.4334470364,636953.7334470365,53744.648355,1252951.68653255,1943650.0683345865,-462758.2242401999,1480891.8440943866,1528254.0956259365
,2009-02-01 00:00:00,258097,1304602.1,,151140.412529,114495.284429,265635.696958,1280877.3763918113,1546513.0733498114,,108239.89700000004,-55548.67306749166,52691.22393250838,264900.63,407745.3495063663,672645.9795063663,53993.086328932,1246044.5050347247,1972683.570870023,-478861.7224561487,1493821.8484138744,1546513.0723463828
,2009-03-01 00:00:00,266351,1324703.7,,155306.02695600002,117574.6839,272880.710856,1308699.6030183388,1581580.3138743388,,95555.15000000004,-33186.11454564762,62369.035454352415,284358.85,420649.42311587033,705008.2731158703,52637.9764311668,1233029.0329755566,1990675.2825225936,-471464.005111819,1519211.2774107745,1581580.3128651269
,2009-04-01 00:00:00,261177,1343534.7,,152501.818503,118121.61284999999,270623.431353,1334511.5021233447,1605134.9334763447,,107749.80149999996,-35521.47592010275,72228.32557989721,279348.24,466660.10421096167,746008.3442109616,55207.0643751044,1221333.8571735986,2022549.2657596646,-489642.6588632172,1532906.6068964475,1605134.9324763448
,2009-05-01 00:00:00,268603.1,1360259.7,,155458.140782,116271.65900500001,271729.799787,1352527.4888321718,1624257.2886191718,,121145.17131077999,-13394.72799171679,107750.4433190632,278484.58486999996,464386.28634122934,742870.8712112294,53301.113971238396,1206158.6049678656,2002330.5901503335,-485823.7401288219,1516506.8500215115,1624257.2933405747
,2009-06-01 00:00:00,262560.940702,1380977.90467836,,151800.19528818998,117142.37554551997,268942.57083370996,1376833.780865002,1645776.351698712,,153481.77772099996,-29562.438019558977,123919.33970144099,254689.79789800002,518052.7936414859,772742.591539486,46162.961420777996,1194026.7093680273,2012932.2623282913,-491075.25133172,1521857.0109965713,1645776.3506980122
,2009-07-01 00:00:00,275591.476058,1411697.8015732598,,155279.98086968,121810.16641663999,277090.14728632,1405976.281769954,1683066.4290562738,,188296.56754479997,-21516.153870065915,166780.41367473407,242015.211018,538668.9565581479,780684.167576148,44032.337715,1185546.4379269474,2010262.9432180952,-493976.9288366453,1516286.01438145,1683066.428056184
,2009-08-01 00:00:00,276596.82890100003,1435549.82560029,,158201.30540673,127303.75024452999,285505.05565126,1417443.3707255882,1702948.4263768482,,310768.2076409999,-36581.81963712719,274186.3880038727,121637.622648,590700.1008447061,712337.7234927061,36132.063776,1175514.85253858,1923984.6398072862,-495222.5406155606,1428762.0991917257,1702948.4871955984
,2009-09-01 00:00:00,274521.32119,1461339.23440299,,160237.64175367,133036.93482177,293274.57657544,1442745.125698701,1736019.702274141,,347080.83709116996,-23218.026106139063,323862.8109850309,69906.13947,579013.3140565641,648919.4535265642,70389.91601,1179151.8242948756,1898461.1938314398,-486304.3035423799,1412156.8902890598,1736019.7012740907
,2009-10-01 00:00:00,288830.491907,1461344.8106734,,164806.31771204,129735.18610984001,294541.50382188003,1460857.9739914124,1755399.4778132925,,417363.35526306997,10395.321175784513,427758.6764388545,81011.021897,525646.2703709621,606657.2922679621,70649.038555,1174668.7697238293,1851975.1005467915,-524334.3001724033,1327640.8003743882,1755399.4768132428
,2009-11-01 00:00:00,288163.967292,1497004.1257850803,,169105.57626343,144425.82293577,313531.3991992,1456928.8295219433,1770460.2287211432,,421673.83073427994,-7849.11982100812,413824.7109132718,89330.304205,515996.5976468174,605326.9018518174,73447.235259,1185649.651754649,1864423.7888654661,-507788.27205759496,1356635.5168078712,1770460.227721143
,2009-12-01 00:00:00,303537.302256,1536755.0233558,,181839.76261404,154870.27929953998,336710.04191358,1469458.88849948,1806168.93041306,,412202.41777780006,-10322.77178444597,401879.6459933541,109004.951771,531321.405492881,640326.357263881,73232.887391,1194188.6630913317,1907747.9077462128,-503459.6243265069,1404288.283419706,1806167.92941306
,2010-01-01 00:00:00,309189.815069,1551744.06835161,,184666.36899307,155089.03844049003,339755.40743356,1460850.5192588093,1800605.9266923694,,420163.45473893,-42869.67555550084,377293.77918342914,102799.31631499999,555024.2963945026,657823.6127095026,76319.018104,1194805.9884908353,1928948.619304338,-505636.472795398,1423312.14650894,1800605.9256923692
,2010-02-01 00:00:00,310808.539535,1565386.79999771,,191553.61994807,149342.22455346,340895.84450153,1473880.4563167407,1814776.3008182708,,408847.0367977299,-53149.75367979675,355697.28311793314,132105.280868,537850.3018306977,669955.5826986977,90092.145039,1211159.3774763937,1971207.1052140915,-512128.0885137537,1459079.0167003376,1814776.2998182708
,2010-03-01 00:00:00,328852.718117,1600964.0323549898,,201208.38782772,161543.3653277,362751.75315542,1488919.6184151703,1851671.3715705904,,430552.62123369,-68206.37698441236,362346.24424927763,100665.72827400001,556059.9930482259,656725.7213222259,96932.412323,1233554.59963435,1987212.733279576,-497887.6069159261,1489325.12636365,1851671.3706129277
,2010-04-01 00:00:00,325004.73781300004,1603309.5265002,,195825.01426027,156094.60315234002,351919.61741261,1516942.3679889392,1868861.9854015491,,434852.35706116003,-70660.87277543484,364191.48428572516,106350.81618,549215.2179879333,655566.0341679333,106056.0786351284,1240613.7175365959,2002235.8303396576,-497565.3302238337,1504670.500115824,1868861.9844015492
,2010-05-01 00:00:00,330608.312261,1622304.25147808,,195131.6199937,159459.53817852,354591.15817222,1520677.296368603,1875268.454540823,,417268.2981099499,-71714.2464826225,345554.0516273274,106932.763733,568116.0021863903,675048.7659193904,102808.721645385,1248411.050708375,2026268.5382731503,-496554.1362458026,1529714.4020273476,1875268.453654675
,2010-06-01 00:00:00,322906.975679,1637896.5471094,,191207.01285705002,157196.9438439,348403.95670095005,1533025.6021224568,1881429.5588234067,,414239.9591447201,-72207.5566416433,342032.4025030768,108551.746216,575360.400458038,683912.1466740379,111617.0466088686,1264143.4805463708,2059672.6738292775,-520275.5183954274,1539397.1554338501,1881429.5579369268
,2010-07-01 00:00:00,331813.17170799995,1650967.3556188,,196197.18864928,154979.21392274,351176.40257201996,1565205.4076676434,1916381.8102396633,,411553.8175912201,-76601.6623658414,334952.1552253787,118943.475553,570814.2611066137,689757.7366596137,108108.65414306319,1288249.9735704013,2086116.364373078,-504686.7103587935,1581429.6540142847,1916381.8092396634
,2010-08-01 00:00:00,336798.125384,1679209.74948479,,200017.66028666002,161250.96105034,361268.62133700005,1578441.7619138458,1939710.3832508458,,443326.63248446,-112928.4560948452,330398.1763896148,113727.07384299999,583658.9875582835,697386.0614012835,108113.5796072524,1324469.0980902715,2129968.7390988073,-520656.533237576,1609312.2058612313,1939710.3822508461
,2010-09-01 00:00:00,338471.172369,1718989.26653129,,201785.22896553,172049.19306271998,373834.42202824994,1598088.2092401811,1971922.631268431,,457405.49992018,-110213.37364544041,347192.1262747396,100007.779855,593073.4576408908,693081.2374958908,106102.6153782845,1359926.420102393,2159110.2729765684,-534379.7689828768,1624730.5039936916,1971922.6302684313
,2010-10-01 00:00:00,348435.009656,1742357.31876087,,206746.48734877998,173412.73996811002,380159.22731689,1627667.5784012456,2007826.8057181356,,517196.75050312997,-98130.25812134503,419066.49238178495,82486.760556,511974.9480051169,594461.7085611168,122806.331798545,1411259.5129057663,2128527.553265428,-539767.2399290772,1588760.313336351,2007826.805718136
,2010-11-01 00:00:00,344090.51870899997,1763573.9418816504,,203407.46774847,177252.91749708,380660.38524554996,1641647.02686018,2022307.41210573,,504891.26879295014,-130591.33722318751,374299.93156976264,82149.20674800001,482299.0957490147,564448.3024970148,138182.47536813,1457380.7981115875,2160011.575976732,-512004.09544076514,1648007.480535967,2022307.4121057298
,2010-12-01 00:00:00,360511.371001,1812999.8293559202,,216548.54693273,190643.16608431,407191.71301704005,1684216.11670981,2091407.8297268501,,505463.4026193701,-128021.47267280894,377441.9299465611,76893.689378,550290.8343856316,627184.5237636316,144577.9740270282,1491098.55289981,2262861.05069047,-548895.1509101812,1713965.8997802886,2091407.8297268497
,2011-01-01 00:00:00,362885.67137399997,1832033.53629889,,212006.36298569,195791.50566676998,407797.86865246,1693257.0754404906,2101054.944092951,,503820.38718725997,-159425.4969424244,344394.8902448356,91470.845893,513080.2761799727,604551.1220729727,137243.6634707293,1526844.8102215652,2268639.5957652675,-511979.5419174226,1756660.053847845,2101054.9440926807
,2011-02-01 00:00:00,366083.853379,1863091.5542227202,,219312.40903677998,195799.33066523002,415111.73970201,1720985.3995270494,2136097.139229059,,486872.14234635,-151821.90032199613,335050.2420243539,96796.01025,548847.6792374125,645643.6894874126,134589.19482381828,1566642.6000478996,2346875.4843591303,-545828.5871544252,1801046.897204705,2136097.1392290588
,2011-03-01 00:00:00,382139.96322399995,1899804.4483429804,,228168.84304558998,190974.36568627003,419143.20873186004,1757055.6265574489,2176198.835289309,,510874.92723309,-176682.33586257836,334192.5913705116,96780.822929,562442.5540862354,659223.3770152354,127216.80418935491,1598866.7461457765,2385306.9273503665,-543300.68343157,1842006.2439187965,2176198.8352893083
,2011-04-01 00:00:00,405454.640712,1935746.9147739601,,225662.36139433,197860.80969996002,423523.17109429,1788548.216441237,2212071.387535527,,498500.67592293,-164649.76619795576,333850.90972497425,98418.172857,599275.0426052395,697693.2154622396,124980.1264067568,1626225.7587924786,2448899.100661475,-570678.6228509223,1878220.4778105528,2212071.387535527
,2011-05-01 00:00:00,400028.551853,1957064.3821283004,,220101.79316677002,203124.2203743,423226.01354107005,1815810.1956214276,2239036.209162498,,488367.30744554993,-179499.13888868692,308868.168556863,95868.44955399999,612369.7801999641,708238.2297539641,128466.6941397976,1659701.1657657414,2496406.089659503,-566238.0490538693,1930168.040605634,2239036.209162497
,2011-06-01 00:00:00,397194.453357,1992454.6180428502,,221151.33006208,199802.35657930002,420953.68664138,1849960.4814870672,2270914.168128447,,494562.8775355801,-223225.2751825514,271337.60235302866,90445.224215,644337.376321805,734782.6005368049,154973.0403959004,1697896.532880679,2587652.173813384,-588075.608037986,1999576.5657753982,2270914.1681284267
,2011-07-01 00:00:00,413172.099588,2025945.1122480698,,228962.14130133,204003.28525738997,432965.42655871995,1879319.7675951375,2312285.1941538574,,510055.87004989997,-185650.84086120297,324405.029188697,96636.519603,634579.4396877957,731215.9592907957,143365.8860295437,1724773.425240748,2599355.2705610874,-611475.1055959269,1987880.1649651607,2312285.1941538574
,2011-08-01 00:00:00,419936.970645,2059413.2426001104,,234041.60596735,202428.93542798999,436470.54139534,1903199.6614294199,2339670.2028247598,,505962.55250166985,-205801.64362528507,300160.9088763848,95508.99253,677500.443346291,773009.435876291,141465.285574918,1775650.7564448342,2690125.477896043,-650616.1839476678,2039509.2939483752,2339670.2028247598
,2011-09-01 00:00:00,422277.78043800005,2091126.7277921601,,232944.47769313003,202420.7159244,435365.19361753005,1944500.0840216572,2379865.2776391874,,410654.21323655,-178946.87461745902,231707.33861909097,162398.797445,634012.1571035259,796410.954548526,140983.836422224,1827971.6763344998,2765366.4673052495,-617208.5281749718,2148157.939130278,2379865.277749369
,2011-10-01 00:00:00,425459.41163199994,2116658.19002408,,231318.52278147996,202792.93432461002,434111.45710609,1970840.0934557044,2404951.5505617945,,407647.22667467,-194409.83574237933,213237.39093229067,176791.695908,610694.1981435111,787485.8940515111,161178.71199790272,1882518.0681065763,2831182.67415599,-639468.5145264965,2191714.1596294935,2404951.5505617843
,2011-11-01 00:00:00,420345.42790799995,2139727.96907146,,229815.59905257,194871.54859371998,424687.14764629,2013980.4747209603,2438667.6223672503,,365735.43385201995,-197651.84296572,168083.59088629996,216422.78996,585110.2439647,801533.0339247,179302.2908636,1945693.2605046201,2926528.58529292,-655944.5538119703,2270584.03148095,2438667.62236725
,2011-12-01 00:00:00,439504.299606,2192603.0825096103,,242871.13954497,195836.30340591,438707.44295088004,2053032.4077656323,2491739.850716512,,340090.26058487844,-242032.96561765898,98057.29496721947,262742.301156,570867.6838372778,833609.9849932778,198499.6215566192,2005860.066915953,3037969.67346585,-644287.1177165577,2393682.555749292,2491739.8507165117
,2012-01-01 00:00:00,434898.655471,2216985.78110137,,233423.84676436,198256.10104355004,431679.94780791004,2091404.077127585,2523084.024935495,,316173.35501358,-262903.209747305,53270.14526627498,288464.215801,638310.82451498,926775.04031598,201727.7565025,2050441.4516990702,3178944.24851755,-709130.3688483301,2469813.87966922,2523084.024935495
,2012-02-01 00:00:00,439406.56956900004,2270719.92801005,,237727.39915169,199110.76104829,436838.16019998,2167818.2177448664,2604656.3779448466,,304908.9112955401,-261811.32129994337,43097.58999559673,320162.24983299995,649795.9772411156,969958.2270741155,218299.1686069468,2105739.605037115,3293997.0007181773,-732438.2127689277,2561558.7879492496,2604656.377944846
,2012-03-01 00:00:00,471146.498426,2321171.4914160003,,252949.32535764002,195672.04724785002,448621.37260549003,2224205.2348477147,2672826.6074532047,,351148.83651426487,-331608.4610317392,19540.375482525676,327007.267027,669474.5153209437,996481.7823479436,247062.8420434544,2161087.798988206,3404632.423379604,-751346.1914089246,2653286.231970679,2672826.6074532047
,2012-04-01 00:00:00,449306.658279,2353485.2145337802,,244489.36059642,199708.90781667002,444198.26841309003,2274969.1579872356,2719167.4264003257,,318030.8980741999,-297539.601532393,20491.296541806892,351658.483685,676870.8673181059,1028529.3510031059,257209.6412540495,2179776.2851120075,3465515.277369163,-766839.1475110641,2698676.129858099,2719167.4263999057
,2012-05-01 00:00:00,449479.40636200004,2351369.8771626703,,239232.40656901,195640.60073452,434873.00730353,2272285.756514457,2707158.763817987,,327065.2444967999,-354825.86146882374,-27760.616972023854,329464.842065,695359.9381381521,1024824.7802031521,266873.293605766,2215882.83783382,3507580.911642738,-772661.5308527467,2734919.3807899915,2707158.763817968
,2012-06-01 00:00:00,457526.1392379999,2381342.88362539,,242316.51794584,190463.36381528998,432779.88176112995,2304290.1888295924,2737070.0705907224,,331353.5094002087,-401183.64776721364,-69830.13836700493,324186.022572,686092.917277002,1010278.939849002,275597.32262121997,2234918.980719227,3520795.243189449,-713895.0340988172,2806900.209090632,2737070.0707236268
,2012-07-01 00:00:00,463412.62748300005,2410233.1574495197,,243131.46376522002,194732.44805560997,437863.91182082996,2333032.726499747,2770896.638320577,,345268.89988224005,-359192.5454359192,-13923.645553679147,295451.26312,703367.600150192,998818.863270192,261500.86453642324,2270624.462890556,3530944.1906971713,-746123.9068233253,2784820.283873846,2770896.6383201666
,2012-08-01 00:00:00,472950.17370000004,2439376.8422081503,,247835.89984851005,191128.72770263,438964.62755114003,2374443.974816502,2813408.6023676423,,355317.14297159045,-370217.90834615397,-14900.765374563518,316519.831961,714944.5183512676,1031464.3503122675,263847.1368053452,2285096.057653921,3580407.544771534,-752098.177029738,2828309.367741796,2813408.6023672326
,2012-09-01 00:00:00,473141.72944799997,2455009.53678854,,246686.80265036,193066.47272609,439753.27537645004,2388897.6194178453,2828650.8947942955,,345366.59421985,-375577.5382954631,-30210.94407561305,332041.241011,703085.3978741781,1035126.6388851781,271889.6782142274,2294903.536948912,3601919.8540483173,-743058.0151788185,2858861.838869499,2828650.8947938858
,2012-10-01 00:00:00,471116.175271,2463315.5733956,,238980.17830531,186457.62740656003,425437.80571187,2417123.787300923,2842561.593012793,,356136.3216462401,-380255.3309969298,-24119.00935068971,320004.40178500005,722720.1754914259,1042724.5772764259,254599.6288560816,2324437.6827877765,3621761.888920284,-755081.2865568015,2866680.602363482,2842561.5930127925
,2012-11-01 00:00:00,476890.83256600006,2529841.56119952,,241385.52415806003,188631.06680635,430016.59096441,2450640.2755468194,2880656.8665112294,,355905.32091370015,-380926.36746410385,-25021.0465504037,330014.103183,724942.1058242692,1054956.2090072692,261105.47567251528,2348498.266649336,3664559.9513291204,-758882.0382713944,2905677.913057726,2880656.866507322
,2012-12-01 00:00:00,484362.439386,2593184.85748289,,251538.51322633,198510.29636562002,450048.80959195003,2479021.367065817,2929070.176657767,,396468.0307001791,-422299.1475955835,-25831.11689540441,278842.906644,766389.3419575077,1045232.2486015076,292477.2110281288,2358421.417732558,3696130.8773621945,-741229.5838089836,2954901.293553211,2929070.176657806
,2013-01-01 00:00:00,484095.99568799994,2627393.92465,,241824.26231199998,198775.782015,440600.044327,2544031.7329193307,2984631.777246331,,394087.39610977,-416250.64733654395,-22163.25122677395,266349.114445,820968.1524392136,1087317.2668842135,291441.32460028,2368108.4688309645,3746867.060315458,-740072.0318423538,3006795.0284731044,2984631.7772463304
,2013-02-01 00:00:00,486728.223648,2688229.3947190004,,245280.49417799996,202121.45315339998,447401.94733139995,2600671.863727517,3048073.811058917,,385305.05475893995,-429206.3922227137,-43901.33746377373,245135.480646,870291.0052561526,1115426.4859021525,300004.70568710077,2386082.1931886566,3801513.38477791,-709538.2362552194,3091975.148522691,3048073.811058917
,2013-03-01 00:00:00,512395.910826,2749442.043265,,262556.422274,202856.1546396,465412.5769136,2624333.411659672,3089745.988573272,,393913.8975052488,-499491.36149643303,-105577.46399118425,265095.29242199997,915369.6690242556,1180464.9614462554,335509.9651723927,2395580.1457839664,3911555.0724026146,-716231.6198388777,3195323.452563737,3089745.988572553
,2013-04-01 00:00:00,500287.639121,2788337.4671989996,,247810.93692200002,205273.719476,453084.656398,2679575.6717600585,3132660.3281580587,,419723.12201466004,-514897.3099271239,-95174.18791246385,224360.555495,992847.9213553756,1217208.4768503755,344558.279599717,2403200.3464448527,3964967.102894945,-737132.5868244218,3227834.5160705233,3132660.3281580596
,2013-05-01 00:00:00,507211.303089,2799417.2312509995,,244582.90531999996,198025.27782699998,442608.1831469999,2704860.5535620716,3147468.7367090713,,392459.7997421799,-504583.36658394797,-112123.56684176804,238553.38147100003,988284.2645219546,1226837.6459929547,328729.37328325596,2421509.045895888,3977076.0651720986,-717483.7616212586,3259592.30355084,3147468.736709072
,2013-06-01 00:00:00,500301.22033599997,2843835.271227,,246086.563652,197956.272434,444042.836086,2725766.838532652,3169809.6746186516,,365978.8264759617,-535012.4715393495,-169033.6450633878,233174.897169,1030464.7257520864,1263639.6229210864,334296.00912723446,2432953.146461778,4030888.778510099,-692045.4588280588,3338843.3196820403,3169809.6746186526
,2013-07-01 00:00:00,456106.03279100003,2875610.0534099997,,245093.74751800002,199659.45838,444753.20589800004,2780768.1697902875,3225521.3756882874,,372674.36478146,-570533.800077508,-197859.43529604794,196501.097273,1107882.70954972,1304383.80682272,363567.187833116,2461406.3464000123,4129357.341055848,-705976.5300715121,3423380.810984336,3225521.375688288
,2013-08-01 00:00:00,466583.918138,2883489.756548,,253081.65081799997,200010.722743,453092.373561,2791478.8357565897,3244571.2093175896,,396765.2249957998,-613356.5077873974,-216591.28279159754,186925.690527,1155673.743433782,1342599.433960782,364274.5984928335,2464618.0972451917,4171492.1296988074,-710329.6375896202,3461162.492109187,3244571.209317589
,2013-09-01 00:00:00,465742.69608,2937208.353594,,249310.46088100004,210528.32133399998,459838.782215,2829293.1886096857,3289131.970824686,,479473.1674054039,-567372.4616758182,-87899.29427041428,134273.916703,1158063.9383751664,1292337.8550781664,339341.10228447604,2469515.1680909274,4101194.12545357,-724162.8603584701,3377031.2650951,3289131.9708246854
,2013-10-01 00:00:00,466851.637248,3002427.41166,,250502.88127600003,230810.89402900002,481313.775305,2881187.139242501,3362500.914547501,,498408.96058203024,-549585.7810050164,-51176.82042298617,128050.61693999999,1200973.6259871745,1329024.2429271745,326799.2555615516,2496746.264864412,4152569.763353138,-738892.0283826509,3413677.734970487,3362500.914547501
,2013-11-01 00:00:00,471997.257646,2997741.1264400003,,252329.31545199998,202042.44215,454371.75760199997,2908764.7110858443,3363136.4686878445,,479916.65619581,-543471.097339236,-63554.44114342594,127782.279875,1197710.4092424,1325492.6891174,308006.6020414,2518975.01739124,4152474.3085500402,-725783.3987187701,3426690.90983127,3363136.468687844
,2013-12-01 00:00:00,488585.61292800005,3058792.834393,,264607.158653,219970.853936,484578.01258900005,2933274.816152571,3417852.828741571,,529128.1133298604,-605453.1822323505,-76325.06890249008,114007.092957,1187334.70240574,1301341.79536274,365098.0888038322,2534342.62043326,4200782.504599832,-706604.606955772,3494177.8976440597,3417852.8287415695
,2014-01-01 00:00:00,485179.780553,3094569.8302880004,,259350.30793299997,221532.75848000002,480883.066413,2979928.4783606553,3460811.544773655,,527082.9714419519,-550049.1776764233,-22966.206234471407,156228.694737,1213433.5465571624,1369662.2412941623,358502.1034661337,2491574.8086028104,4219739.153363107,-735961.4023549801,3483777.751008127,3460811.5447736555
,2014-02-01 00:00:00,494615.24951100006,3120240.638883,,269353.71092000004,222285.173945,491638.884865,3003766.6784020523,3495405.563267052,,618742.9904430865,-549957.9969934433,68784.99344964314,162051.424336,1182523.2437037174,1344574.6680397172,339819.09790804854,2490656.87802953,4175050.6439772956,-748430.0741598873,3426620.5698174085,3495405.5632670517
,2014-03-01 00:00:00,521552.38107099995,3165810.2590340003,,281673.700951,229736.361521,511410.062472,3026654.8376698103,3538064.90014181,,600382.0026128199,-504205.7387545119,96176.26385830797,145257.73081,1247927.7531326949,1393185.483942695,329962.60225231625,2498271.387752168,4221419.473947179,-779530.8376646765,3441888.636282502,3538064.9001408103
,2014-04-01 00:00:00,515339.213267,3175118.511267,,273879.010075,233516.613066,507395.623141,3039085.049981473,3546480.673122473,,641529.87419134,-517363.53873534984,124166.3354559901,145517.336386,1240841.9047290976,1386359.2411150977,333098.5939959383,2479589.1167419073,4199046.951852944,-776732.6141864596,3422314.337666484,3546480.673122474
